CIDADE;UF;ANOMES;RENDA;POPULACAO;LEADS;PEDIDOS;RESTAURANTES;CHURN;REATIVACAO;CHS;MUB;IBGE_TIPO_MUNICIPIO;RECEITA_RESTAURANTE_ATIVO
ORIENTE;SP;202403;1000;6569;5;84;5;0;1;395;79;Capital Regional;21
ORINDIUVA;SP;202401;4000;7318;1;0;0;0;0;626;0;Centro Local;22
ORINDIUVA;SP;202402;4000;7318;3;32;2;0;0;626;163;Centro Local;22
ORINDIUVA;SP;202403;4000;7318;4;28;2;1;0;626;163;Centro Local;22
ORLANDIA;SP;202401;2000;44682;8;98;5;0;2;2887;678;Centro Sub-Regional;95
ORLANDIA;SP;202402;2000;44682;11;121;7;2;3;2887;348;Centro Sub-Regional;95
ORLANDIA;SP;202403;2000;44682;15;166;10;1;1;2887;386;Centro Sub-Regional;95
OSASCO;SP;202401;6000;701428;147;1899;97;20;12;52987;11198;Metrópole;1934
OSASCO;SP;202402;6000;701428;220;3462;150;26;33;52987;10224;Metrópole;1934
OSASCO;SP;202403;6000;701428;289;3661;177;59;45;52987;14437;Metrópole;1934
OSCAR BRESSANE;SP;202402;2000;2603;1;0;0;0;0;215;0;Centro Local;11
OSCAR BRESSANE;SP;202403;2000;2603;1;4;1;0;1;215;40;Centro Local;11
OSVALDO CRUZ;SP;202401;1000;33118;10;174;6;1;1;2995;280;Centro de Zona;84
OSVALDO CRUZ;SP;202402;1000;33118;16;285;11;3;3;2995;200;Centro de Zona;84
OSVALDO CRUZ;SP;202403;1000;33118;22;476;20;1;5;2995;529;Centro de Zona;84
OURINHOS;SP;202401;1000;115139;34;543;21;4;2;4843;1284;Centro Sub-Regional;297
OURINHOS;SP;202402;1000;115139;48;898;31;8;10;4843;24;Centro Sub-Regional;297
OURINHOS;SP;202403;1000;115139;66;1159;44;12;11;4843;1258;Centro Sub-Regional;297
OURO VERDE;SP;202401;1000;8676;4;0;0;2;0;808;0;Centro Local;18
OURO VERDE;SP;202402;1000;8676;5;74;2;0;2;808;121;Centro Local;18
OURO VERDE;SP;202403;1000;8676;5;18;3;2;3;808;50;Centro Local;18
OUROESTE;SP;202401;2000;10712;2;10;2;0;1;19;0;Centro Local;18
OUROESTE;SP;202402;2000;10712;3;5;1;1;0;19;2;Centro Local;18
OUROESTE;SP;202403;2000;10712;4;73;3;0;1;19;1;Centro Local;18
PACAEMBU;SP;202401;1000;14326;3;26;2;0;0;170;25;Centro Local;28
PACAEMBU;SP;202402;1000;14326;4;53;3;0;0;170;50;Centro Local;28
PACAEMBU;SP;202403;1000;14326;4;77;2;2;1;170;5;Centro Local;28
PALESTINA;SP;202401;1000;13285;6;65;3;0;0;659;115;Centro Local;21
PALESTINA;SP;202402;1000;13285;9;208;6;0;2;659;77;Centro Local;21
PALESTINA;SP;202403;1000;13285;13;344;10;1;2;659;55;Centro Local;21
PALMARES PAULISTA;SP;202401;1000;13691;3;73;3;0;1;872;54;Centro Sub-Regional;26
PALMARES PAULISTA;SP;202402;1000;13691;6;40;3;2;0;872;147;Centro Sub-Regional;26
PALMARES PAULISTA;SP;202403;1000;13691;7;159;6;0;2;872;163;Centro Sub-Regional;26
PALMEIRA D'OESTE;SP;202401;1000;9173;8;95;5;2;1;303;40;Centro Local;18
PALMEIRA D'OESTE;SP;202402;1000;9173;10;132;6;1;2;303;46;Centro Local;18
PALMEIRA D'OESTE;SP;202403;1000;9173;11;208;10;1;4;303;69;Centro Local;18
PALMITAL;SP;202401;2000;22322;11;168;9;1;1;822;86;Centro Local;66
PALMITAL;SP;202402;2000;22322;22;324;14;5;1;822;237;Centro Local;66
PALMITAL;SP;202403;2000;22322;27;634;22;2;6;822;160;Centro Local;66
PANORAMA;SP;202401;1000;15944;5;18;2;1;2;865;6;Centro Local;38
PANORAMA;SP;202402;1000;15944;7;148;5;0;2;865;106;Centro Local;38
PANORAMA;SP;202403;1000;15944;12;186;7;2;0;865;206;Centro Local;38
PARAGUACU PAULISTA;SP;202401;1000;46180;19;274;15;2;3;2144;3;Centro de Zona;146
PARAGUACU PAULISTA;SP;202402;1000;46180;22;340;15;4;2;2144;110;Centro de Zona;146
PARAGUACU PAULISTA;SP;202403;1000;46180;30;439;22;6;6;2144;223;Centro de Zona;146
PARAIBUNA;SP;202401;1000;18302;4;46;2;0;0;1228;45;Centro Local;43
PARAIBUNA;SP;202402;1000;18302;6;46;4;0;1;1228;330;Centro Local;43
PARAIBUNA;SP;202403;1000;18302;10;50;3;3;0;1228;264;Centro Local;43
PARAISO;SP;202401;2000;6536;8;115;4;0;1;258;4;Centro Local;18
PARAISO;SP;202402;2000;6536;11;157;8;0;3;258;3;Centro Local;18
PARAISO;SP;202403;2000;6536;14;241;11;1;2;258;68;Centro Local;18
PARANAPANEMA;SP;202401;2000;20588;8;180;6;1;1;1165;276;Centro Local;41
PARANAPANEMA;SP;202402;2000;20588;9;56;4;4;2;1165;24;Centro Local;41
PARANAPANEMA;SP;202403;2000;20588;12;196;11;0;5;1165;226;Centro Local;41
PARANAPUA;SP;202402;1000;4112;1;28;1;0;0;49;3;Centro Local;9
PARANAPUA;SP;202403;1000;4112;2;17;2;0;0;49;4;Centro Local;9
PARAPUA;SP;202401;3000;10934;4;4;1;2;0;6;0;Centro Local;36
PARAPUA;SP;202402;3000;10934;7;166;6;0;2;6;0;Centro Local;36
PARAPUA;SP;202403;3000;10934;10;195;8;0;0;6;0;Centro Local;36
PARDINHO;SP;202403;2000;6579;2;24;1;0;0;48;5;Centro Local;28
PARIQUERA-ACU;SP;202401;1000;19797;6;66;4;1;1;1298;363;Centro Local;56
PARIQUERA-ACU;SP;202402;1000;19797;7;89;4;2;1;1298;112;Centro Local;56
PARIQUERA-ACU;SP;202403;1000;19797;10;219;8;1;3;1298;371;Centro Local;56
PARISI;SP;202401;1000;2177;1;26;1;0;0;185;42;Centro Sub-Regional;9
PARISI;SP;202402;1000;2177;1;6;1;0;0;185;9;Centro Sub-Regional;9
PARISI;SP;202403;1000;2177;1;0;0;1;0;185;0;Centro Sub-Regional;9
PATROCINIO PAULISTA;SP;202401;4000;14941;5;33;4;0;2;1023;85;Capital Regional;36
PATROCINIO PAULISTA;SP;202402;4000;14941;7;147;7;0;1;1023;241;Capital Regional;36
PATROCINIO PAULISTA;SP;202403;4000;14941;14;191;9;3;0;1023;121;Capital Regional;36
PAULICEIA;SP;202401;1000;7540;3;37;2;0;0;423;82;Centro Local;20
PAULICEIA;SP;202402;1000;7540;3;16;2;0;0;423;13;Centro Local;20
PAULICEIA;SP;202403;1000;7540;5;74;5;0;1;423;25;Centro Local;20
PAULINIA;SP;202401;1000;114508;21;436;15;1;3;3630;824;Metrópole;273
PAULINIA;SP;202402;1000;114508;38;480;23;6;3;3630;800;Metrópole;273
PAULINIA;SP;202403;1000;114508;48;630;31;5;8;3630;913;Metrópole;273
PAULISTANIA;SP;202401;1000;1835;2;48;1;0;0;162;33;Centro Local;5
PAULISTANIA;SP;202402;1000;1835;2;36;2;0;1;162;44;Centro Local;5
PAULISTANIA;SP;202403;1000;1835;2;10;1;1;0;162;8;Centro Local;5
PAULO DE FARIA;SP;202402;1000;8973;1;36;1;0;0;631;135;Centro Local;22
PAULO DE FARIA;SP;202403;1000;8973;1;6;1;0;0;631;88;Centro Local;22
PEDERNEIRAS;SP;202401;3000;47523;8;75;3;1;0;2401;148;Centro de Zona;88
PEDERNEIRAS;SP;202402;3000;47523;15;127;5;2;3;2401;652;Centro de Zona;88
PEDERNEIRAS;SP;202403;3000;47523;22;280;14;1;5;2401;272;Centro de Zona;88
PEDRA BELA;SP;202401;1000;6127;1;13;1;0;0;296;8;Centro Local;22
PEDRA BELA;SP;202402;1000;6127;5;23;2;1;0;296;36;Centro Local;22
PEDRA BELA;SP;202403;1000;6127;7;74;3;2;3;296;12;Centro Local;22
PEDRANOPOLIS;SP;202401;1000;2468;1;0;0;0;0;77;0;Centro Sub-Regional;7
PEDRANOPOLIS;SP;202402;1000;2468;4;99;3;0;1;77;6;Centro Sub-Regional;7
PEDRANOPOLIS;SP;202403;1000;2468;4;40;1;2;0;77;22;Centro Sub-Regional;7
PEDREGULHO;SP;202401;5000;16876;3;120;3;0;0;161;8;Centro Local;27
PEDREGULHO;SP;202402;5000;16876;6;122;5;0;0;161;8;Centro Local;27
PEDREGULHO;SP;202403;5000;16876;11;114;6;2;1;161;35;Centro Local;27
PEDREIRA;SP;202401;1000;48992;8;123;6;2;1;3118;375;Centro Local;97
PEDREIRA;SP;202402;1000;48992;14;257;9;2;2;3118;3;Centro Local;97
PEDREIRA;SP;202403;1000;48992;21;214;12;5;3;3118;157;Centro Local;97
PEDRINHAS PAULISTA;SP;202402;2000;3109;4;131;3;0;0;43;3;Centro Local;13
PEDRINHAS PAULISTA;SP;202403;2000;3109;5;96;4;1;1;43;3;Centro Local;13
PEDRO DE TOLEDO;SP;202401;1000;11507;3;70;2;1;0;948;111;Centro Local;19
PEDRO DE TOLEDO;SP;202402;1000;11507;3;8;1;2;1;948;234;Centro Local;19
PEDRO DE TOLEDO;SP;202403;1000;11507;3;55;2;0;1;948;209;Centro Local;19
PENAPOLIS;SP;202401;1000;64098;21;349;16;2;1;2604;642;Centro Sub-Regional;181
PENAPOLIS;SP;202402;1000;64098;33;299;17;7;3;2604;313;Centro Sub-Regional;181
PENAPOLIS;SP;202403;1000;64098;46;690;28;6;9;2604;4;Centro Sub-Regional;181
PEREIRA BARRETO;SP;202401;2000;25685;7;89;4;1;0;2470;708;Centro de Zona;60
PEREIRA BARRETO;SP;202402;2000;25685;12;137;6;2;2;2470;345;Centro de Zona;60
PEREIRA BARRETO;SP;202403;2000;25685;21;201;10;2;2;2470;246;Centro de Zona;60
PEREIRAS;SP;202401;1000;8875;3;34;2;1;1;590;56;Centro Local;18
PEREIRAS;SP;202402;1000;8875;10;117;4;1;0;590;76;Centro Local;18
PEREIRAS;SP;202403;1000;8875;10;72;5;1;2;590;23;Centro Local;18
PERUIBE;SP;202401;1000;69697;32;456;20;2;5;3811;779;Centro de Zona;298
PERUIBE;SP;202402;1000;69697;39;569;21;8;7;3811;325;Centro de Zona;298
PERUIBE;SP;202403;1000;69697;45;599;24;7;6;3811;889;Centro de Zona;298
PIACATU;SP;202401;1000;6093;4;55;3;0;1;157;38;Centro Local;4
PIACATU;SP;202402;1000;6093;6;112;5;0;1;157;10;Centro Local;4
PIACATU;SP;202403;1000;6093;9;91;5;3;1;157;2;Centro Local;4
PIEDADE;SP;202401;1000;55731;19;200;11;1;2;4082;187;Centro de Zona;157
PIEDADE;SP;202402;1000;55731;28;351;17;5;6;4082;557;Centro de Zona;157
PIEDADE;SP;202403;1000;55731;36;510;23;4;4;4082;391;Centro de Zona;157
PILAR DO SUL;SP;202401;2000;29612;8;97;4;1;0;1769;103;Centro Local;54
PILAR DO SUL;SP;202402;2000;29612;11;143;8;1;4;1769;164;Centro Local;54
PILAR DO SUL;SP;202403;2000;29612;15;210;13;2;3;1769;382;Centro Local;54
PINDAMONHANGABA;SP;202401;3000;171885;30;490;22;2;3;343;87;Capital Regional;392
PINDAMONHANGABA;SP;202402;3000;171885;47;734;35;5;5;343;92;Capital Regional;392
PINDAMONHANGABA;SP;202403;3000;171885;59;1020;39;11;8;343;76;Capital Regional;392
PINDORAMA;SP;202401;1000;17378;4;61;4;0;0;632;10;Capital Regional;29
PINDORAMA;SP;202402;1000;17378;5;109;4;1;0;632;122;Capital Regional;29
PINDORAMA;SP;202403;1000;17378;7;66;4;2;1;632;67;Capital Regional;29
PINHALZINHO;SP;202401;1000;15564;7;152;6;0;1;219;42;Centro Local;35
PINHALZINHO;SP;202402;1000;15564;8;87;5;2;1;219;8;Centro Local;35
PINHALZINHO;SP;202403;1000;15564;12;173;8;1;3;219;24;Centro Local;35
PIQUEROBI;SP;202401;1000;3706;4;111;3;1;0;310;47;Centro Local;11
PIQUEROBI;SP;202402;1000;3706;4;48;3;1;1;310;19;Centro Local;11
PIQUEROBI;SP;202403;1000;3706;4;51;2;2;1;310;1;Centro Local;11
PIQUETE;SP;202401;1000;13495;4;81;2;1;0;822;125;Centro Local;33
PIQUETE;SP;202402;1000;13495;5;18;1;2;0;822;208;Centro Local;33
PIQUETE;SP;202403;1000;13495;5;160;4;0;3;822;199;Centro Local;33
PIRACAIA;SP;202401;1000;27617;10;122;8;0;1;1634;450;Centro Local;79
PIRACAIA;SP;202402;1000;27617;13;151;7;2;0;1634;117;Centro Local;79
PIRACAIA;SP;202403;1000;27617;16;271;12;1;4;1634;316;Centro Local;79
PIRACICABA;SP;202401;4000;410275;122;1613;76;14;17;39029;3211;Capital Regional;1070
PIRACICABA;SP;202402;4000;410275;176;2776;124;24;38;39029;2998;Capital Regional;1070
PIRACICABA;SP;202403;4000;410275;221;3011;149;36;33;39029;2612;Capital Regional;1070
PIRAJU;SP;202401;1000;29930;13;274;11;0;2;78;18;Centro de Zona;74
PIRAJU;SP;202402;1000;29930;20;411;14;3;1;78;12;Centro de Zona;74
PIRAJU;SP;202403;1000;29930;21;140;8;8;1;78;2;Centro de Zona;74
PIRAJUI;SP;202401;1000;25939;5;13;2;1;0;579;127;Centro Local;69
PIRAJUI;SP;202402;1000;25939;6;77;4;1;2;579;74;Centro Local;69
PIRAJUI;SP;202403;1000;25939;9;148;6;1;2;579;160;Centro Local;69
PIRANGI;SP;202401;1000;11524;2;30;2;0;1;846;83;Centro Local;28
PIRANGI;SP;202402;1000;11524;7;108;5;1;0;846;242;Centro Local;28
PIRANGI;SP;202403;1000;11524;9;195;8;0;2;846;10;Centro Local;28
PIRAPORA DO BOM JESUS;SP;202401;2000;19453;3;88;3;0;0;1110;280;Metrópole;24
PIRAPORA DO BOM JESUS;SP;202402;2000;19453;4;112;4;0;0;1110;332;Metrópole;24
PIRAPORA DO BOM JESUS;SP;202403;2000;19453;7;43;4;1;0;1110;39;Metrópole;24
PIRAPOZINHO;SP;202401;1000;27974;10;96;6;3;1;150;41;Capital Regional;36
PIRAPOZINHO;SP;202402;1000;27974;12;177;8;3;3;150;23;Capital Regional;36
PIRAPOZINHO;SP;202403;1000;27974;13;335;10;2;4;150;9;Capital Regional;36
PIRASSUNUNGA;SP;202401;2000;77330;20;475;18;0;2;1356;352;Centro Sub-Regional;199
PIRASSUNUNGA;SP;202402;2000;77330;32;488;23;3;0;1356;39;Centro Sub-Regional;199
PIRASSUNUNGA;SP;202403;2000;77330;38;635;25;7;6;1356;217;Centro Sub-Regional;199
PIRATININGA;SP;202401;1000;13890;4;84;4;0;2;881;82;Capital Regional;37
PIRATININGA;SP;202402;1000;13890;5;177;5;0;0;881;223;Capital Regional;37
PIRATININGA;SP;202403;1000;13890;5;9;2;3;0;881;129;Capital Regional;37
PITANGUEIRAS;SP;202401;1000;40430;4;18;1;1;0;3545;791;Centro Sub-Regional;84
PITANGUEIRAS;SP;202402;1000;40430;8;120;6;0;2;3545;1052;Centro Sub-Regional;84
PITANGUEIRAS;SP;202403;1000;40430;10;145;5;2;0;3545;253;Centro Sub-Regional;84
PLANALTO;SP;202401;1000;5370;1;7;1;0;0;178;28;Centro Local;10
PLANALTO;SP;202402;1000;5370;3;19;2;1;0;178;18;Centro Local;10
PLANALTO;SP;202403;1000;5370;3;82;3;0;1;178;5;Centro Local;10
PLATINA;SP;202401;1000;3606;1;20;1;0;0;233;27;Centro Local;6
PLATINA;SP;202402;1000;3606;1;0;0;1;0;233;0;Centro Local;6
PLATINA;SP;202403;1000;3606;1;0;0;0;0;233;0;Centro Local;6
POA;SP;202401;1000;119221;24;200;13;5;5;10997;1872;Metrópole;274
POA;SP;202402;1000;119221;35;508;27;3;10;10997;1335;Metrópole;274
POA;SP;202403;1000;119221;47;633;29;10;6;10997;512;Metrópole;274
POLONI;SP;202401;1000;6166;5;16;1;1;0;245;63;Centro Local;16
POLONI;SP;202402;1000;6166;6;36;3;0;2;245;15;Centro Local;16
POLONI;SP;202403;1000;6166;6;190;6;0;3;245;41;Centro Local;16
POMPEIA;SP;202401;4000;22326;9;177;7;2;3;717;77;Centro Local;45
POMPEIA;SP;202402;4000;22326;14;251;10;3;2;717;179;Centro Local;45
POMPEIA;SP;202403;4000;22326;18;245;12;3;1;717;50;Centro Local;45
PONGAI;SP;202401;1000;3385;1;20;1;0;0;237;63;Centro Local;11
PONGAI;SP;202402;1000;3385;1;40;1;0;0;237;58;Centro Local;11
PONGAI;SP;202403;1000;3385;3;2;1;0;0;237;54;Centro Local;11
PONTAL;SP;202401;1000;51717;9;48;6;1;0;3102;559;Centro Local;105
PONTAL;SP;202402;1000;51717;9;145;7;1;2;3102;558;Centro Local;105
PONTAL;SP;202403;1000;51717;14;100;5;5;1;3102;375;Centro Local;105
PONTALINDA;SP;202401;1000;4719;1;0;0;0;0;19;0;Centro Local;10
PONTALINDA;SP;202402;1000;4719;2;78;2;0;1;19;0;Centro Local;10
PONTALINDA;SP;202403;1000;4719;2;0;0;2;0;19;0;Centro Local;10
PONTES GESTAL;SP;202401;2000;2576;1;15;1;0;0;130;16;Centro Local;6
PONTES GESTAL;SP;202402;2000;2576;1;0;0;1;0;130;0;Centro Local;6
PONTES GESTAL;SP;202403;2000;2576;1;0;0;0;0;130;0;Centro Local;6
POPULINA;SP;202402;1000;4136;3;76;2;0;0;318;44;Centro Local;7
POPULINA;SP;202403;1000;4136;5;59;3;1;1;318;44;Centro Local;7
PORANGABA;SP;202401;1000;10205;5;91;4;0;0;840;216;Centro Local;34
PORANGABA;SP;202402;1000;10205;6;100;3;2;0;840;14;Centro Local;34
PORANGABA;SP;202403;1000;10205;10;86;5;2;1;840;190;Centro Local;34
PORTO FELIZ;SP;202401;3000;53698;19;369;10;2;2;3341;615;Centro de Zona;165
PORTO FELIZ;SP;202402;3000;53698;28;396;22;3;7;3341;899;Centro de Zona;165
PORTO FELIZ;SP;202403;3000;53698;44;638;31;6;4;3341;461;Centro de Zona;165
PORTO FERREIRA;SP;202401;2000;56848;14;161;10;1;3;4547;538;Centro Sub-Regional;171
PORTO FERREIRA;SP;202402;2000;56848;23;398;17;4;4;4547;550;Centro Sub-Regional;171
PORTO FERREIRA;SP;202403;2000;56848;28;440;18;6;5;4547;532;Centro Sub-Regional;171
POTIM;SP;202401;1000;25603;1;28;1;0;0;1563;187;Capital Regional;47
POTIM;SP;202402;1000;25603;2;2;1;1;0;1563;130;Capital Regional;47
POTIM;SP;202403;1000;25603;5;55;3;1;1;1563;430;Capital Regional;47
POTIRENDABA;SP;202401;1000;17668;9;139;7;0;1;1293;122;Centro Local;58
POTIRENDABA;SP;202402;1000;17668;13;150;9;2;1;1293;121;Centro Local;58
POTIRENDABA;SP;202403;1000;17668;17;220;10;4;3;1293;354;Centro Local;58
PRACINHA;SP;202401;1000;4327;1;14;1;0;0;266;35;Centro Sub-Regional;1
PRACINHA;SP;202402;1000;4327;1;7;1;0;0;266;6;Centro Sub-Regional;1
PRACINHA;SP;202403;1000;4327;1;15;1;0;0;266;62;Centro Sub-Regional;1
PRADOPOLIS;SP;202401;2000;22239;7;93;4;1;0;214;40;Centro Local;56
PRADOPOLIS;SP;202402;2000;22239;10;159;9;1;3;214;10;Centro Local;56
PRADOPOLIS;SP;202403;2000;22239;18;372;12;2;1;214;26;Centro Local;56
PRAIA GRANDE;SP;202401;1000;336454;78;1368;57;7;6;22978;5208;Capital Regional;1444
PRAIA GRANDE;SP;202402;1000;336454;121;1734;78;24;15;22978;942;Capital Regional;1444
PRAIA GRANDE;SP;202403;1000;336454;171;2494;112;24;24;22978;3823;Capital Regional;1444
PRATANIA;SP;202401;1000;5371;2;37;2;0;2;100;1;Centro Local;11
PRATANIA;SP;202402;1000;5371;3;88;2;1;0;100;7;Centro Local;11
PRATANIA;SP;202403;1000;5371;4;69;3;0;0;100;27;Centro Local;11
PRESIDENTE ALVES;SP;202402;1000;4067;2;0;0;0;0;164;0;Centro Local;17
PRESIDENTE ALVES;SP;202403;1000;4067;2;0;0;0;0;164;0;Centro Local;17
PRESIDENTE BERNARDES;SP;202401;1000;12943;14;118;6;4;1;496;141;Capital Regional;21
PRESIDENTE BERNARDES;SP;202402;1000;12943;18;220;9;5;6;496;68;Capital Regional;21
PRESIDENTE BERNARDES;SP;202403;1000;12943;23;236;14;4;6;496;61;Capital Regional;21
PRESIDENTE EPITACIO;SP;202401;1000;44572;11;76;4;3;1;842;56;Centro de Zona;139
PRESIDENTE EPITACIO;SP;202402;1000;44572;18;259;12;0;2;842;124;Centro de Zona;139
PRESIDENTE EPITACIO;SP;202403;1000;44572;32;439;19;4;4;842;76;Centro de Zona;139
PRESIDENTE PRUDENTE;SP;202401;1000;231953;67;1012;43;9;9;8879;1833;Capital Regional;647
PRESIDENTE PRUDENTE;SP;202402;1000;231953;103;1124;56;20;13;8879;1274;Capital Regional;647
PRESIDENTE PRUDENTE;SP;202403;1000;231953;145;2099;84;23;30;8879;1084;Capital Regional;647
PRESIDENTE VENCESLAU;SP;202401;1000;39648;7;55;4;1;1;2407;558;Centro de Zona;83
PRESIDENTE VENCESLAU;SP;202402;1000;39648;13;184;9;0;2;2407;505;Centro de Zona;83
PRESIDENTE VENCESLAU;SP;202403;1000;39648;17;123;8;7;3;2407;227;Centro de Zona;83
PROMISSAO;SP;202401;2000;41211;10;230;7;1;2;997;256;Centro Local;94
PROMISSAO;SP;202402;2000;41211;13;253;9;3;3;997;190;Centro Local;94
PROMISSAO;SP;202403;2000;41211;22;428;15;1;4;997;277;Centro Local;94
QUADRA;SP;202401;1000;3902;1;19;1;0;0;161;15;Centro Local;16
QUADRA;SP;202402;1000;3902;3;22;1;0;0;161;14;Centro Local;16
QUADRA;SP;202403;1000;3902;4;90;3;0;1;161;2;Centro Local;16
QUATA;SP;202401;2000;14309;4;85;3;0;0;401;78;Centro Local;30
QUATA;SP;202402;2000;14309;8;106;6;1;1;401;78;Centro Local;30
QUATA;SP;202403;2000;14309;9;96;5;3;1;401;17;Centro Local;30
QUEIROZ;SP;202402;9000;3513;1;14;1;0;0;209;61;Centro Sub-Regional;7
QUEIROZ;SP;202403;9000;3513;2;6;1;1;0;209;47;Centro Sub-Regional;7
QUELUZ;SP;202401;1000;13788;3;82;2;0;0;521;154;Centro Local;47
QUELUZ;SP;202402;1000;13788;3;16;2;1;1;521;13;Centro Local;47
QUELUZ;SP;202403;1000;13788;3;38;3;0;1;521;1;Centro Local;47
QUINTANA;SP;202401;2000;6736;4;52;4;0;0;391;18;Centro Local;17
QUINTANA;SP;202402;2000;6736;4;64;3;1;0;391;44;Centro Local;17
QUINTANA;SP;202403;2000;6736;5;19;2;2;0;391;115;Centro Local;17
RAFARD;SP;202401;2000;9126;2;16;2;0;0;807;51;Centro Sub-Regional;26
RAFARD;SP;202402;2000;9126;2;16;1;1;0;807;153;Centro Sub-Regional;26
RAFARD;SP;202403;2000;9126;2;23;2;0;1;807;179;Centro Sub-Regional;26
RANCHARIA;SP;202401;2000;29743;7;133;5;1;2;2245;187;Centro Local;74
RANCHARIA;SP;202402;2000;29743;15;258;11;0;0;2245;574;Centro Local;74
RANCHARIA;SP;202403;2000;29743;21;272;13;5;3;2245;417;Centro Local;74
REGENTE FEIJO;SP;202401;2000;20523;6;48;3;0;0;846;217;Capital Regional;31
REGENTE FEIJO;SP;202402;2000;20523;9;142;6;1;1;846;227;Capital Regional;31
REGENTE FEIJO;SP;202403;2000;20523;13;107;5;5;2;846;228;Capital Regional;31
REGINOPOLIS;SP;202401;1000;10047;3;18;1;2;1;434;97;Centro Local;14
REGINOPOLIS;SP;202402;1000;10047;3;44;1;1;1;434;96;Centro Local;14
REGINOPOLIS;SP;202403;1000;10047;3;3;1;1;1;434;57;Centro Local;14
REGISTRO;SP;202401;2000;56463;10;90;7;1;2;1744;446;Centro Sub-Regional;161
REGISTRO;SP;202402;2000;56463;18;152;11;4;3;1744;19;Centro Sub-Regional;161
REGISTRO;SP;202403;2000;56463;25;408;16;4;4;1744;427;Centro Sub-Regional;161
RESTINGA;SP;202401;1000;7762;1;32;1;0;0;605;138;Capital Regional;5
RESTINGA;SP;202402;1000;7762;3;34;2;0;0;605;113;Capital Regional;5
RESTINGA;SP;202403;1000;7762;5;29;1;2;0;605;100;Capital Regional;5
RIBEIRAO BONITO;SP;202401;1000;13376;2;36;2;0;1;1272;163;Centro Local;31
RIBEIRAO BONITO;SP;202402;1000;13376;3;19;1;1;0;1272;147;Centro Local;31
RIBEIRAO BONITO;SP;202403;1000;13376;5;84;5;0;2;1272;219;Centro Local;31
RIBEIRAO BRANCO;SP;202401;1000;15984;6;158;5;0;1;1172;214;Centro Local;32
RIBEIRAO BRANCO;SP;202402;1000;15984;10;132;8;1;0;1172;9;Centro Local;32
RIBEIRAO BRANCO;SP;202403;1000;15984;15;139;6;5;0;1172;12;Centro Local;32
RIBEIRAO CORRENTE;SP;202402;3000;4786;1;18;1;0;0;325;21;Capital Regional;10
RIBEIRAO CORRENTE;SP;202403;3000;4786;3;114;3;0;0;325;4;Capital Regional;10
RIBEIRAO DO SUL;SP;202401;2000;4537;4;58;2;0;0;136;14;Centro Local;14
RIBEIRAO DO SUL;SP;202402;2000;4537;5;74;3;1;1;136;28;Centro Local;14
RIBEIRAO DO SUL;SP;202403;2000;4537;7;118;5;1;1;136;5;Centro Local;14
RIBEIRAO DOS INDIOS;SP;202401;1000;2222;2;25;2;0;1;76;21;Centro Local;6
RIBEIRAO DOS INDIOS;SP;202402;1000;2222;2;15;2;0;0;76;2;Centro Local;6
RIBEIRAO DOS INDIOS;SP;202403;1000;2222;4;62;3;0;0;76;18;Centro Local;6
RIBEIRAO GRANDE;SP;202401;1000;7686;1;1;1;0;0;11;2;Centro Sub-Regional;14
RIBEIRAO GRANDE;SP;202402;1000;7686;1;56;1;0;0;11;1;Centro Sub-Regional;14
RIBEIRAO GRANDE;SP;202403;1000;7686;2;16;1;1;0;11;0;Centro Sub-Regional;14
RIBEIRAO PIRES;SP;202401;1000;125238;23;410;15;0;2;3024;728;Metrópole;244
RIBEIRAO PIRES;SP;202402;1000;125238;34;420;20;7;6;3024;296;Metrópole;244
RIBEIRAO PIRES;SP;202403;1000;125238;45;473;25;8;6;3024;711;Metrópole;244
RIBEIRAO PRETO;SP;202401;2000;720116;210;3379;140;20;31;32451;1506;Capital Regional;2257
RIBEIRAO PRETO;SP;202402;2000;720116;337;4578;211;51;36;32451;5644;Capital Regional;2257
RIBEIRAO PRETO;SP;202403;2000;720116;447;6458;282;79;80;32451;9029;Capital Regional;2257
RIFAINA;SP;202401;2000;3651;1;7;1;0;1;164;48;Centro Local;25
RIFAINA;SP;202402;2000;3651;1;58;1;0;0;164;36;Centro Local;25
RIFAINA;SP;202403;2000;3651;3;56;2;0;0;164;20;Centro Local;25
RINCAO;SP;202401;1000;10824;1;13;1;0;0;1039;167;Capital Regional;26
RINCAO;SP;202402;1000;10824;1;5;1;0;0;1039;277;Capital Regional;26
RINCAO;SP;202403;1000;10824;2;22;1;1;0;1039;308;Capital Regional;26
RINOPOLIS;SP;202401;1000;9940;4;2;1;0;0;225;49;Centro Local;18
RINOPOLIS;SP;202402;1000;9940;8;118;5;1;2;225;6;Centro Local;18
RINOPOLIS;SP;202403;1000;9940;11;146;7;2;2;225;45;Centro Local;18
RIO CLARO;SP;202401;3000;209548;52;833;34;6;6;339;6;Centro Sub-Regional;555
RIO CLARO;SP;202402;3000;209548;75;903;45;15;14;339;48;Centro Sub-Regional;555
RIO CLARO;SP;202403;3000;209548;104;1813;70;14;21;339;79;Centro Sub-Regional;555
RIO DAS PEDRAS;SP;202401;2000;36233;7;101;5;0;1;41;10;Capital Regional;49
RIO DAS PEDRAS;SP;202402;2000;36233;9;106;5;2;1;41;3;Capital Regional;49
RIO DAS PEDRAS;SP;202403;2000;36233;12;195;10;0;4;41;7;Capital Regional;49
