CIDADE;UF;ANOMES;RENDA;POPULACAO;LEADS;PEDIDOS;RESTAURANTES;CHURN;REATIVACAO;CHS;MUB;IBGE_TIPO_MUNICIPIO;RECEITA_RESTAURANTE_ATIVO
CAPITOLIO;MG;202401;1000;8693;3;45;3;0;0;552;49;Centro Local;46
CAPITOLIO;MG;202402;1000;8693;4;40;3;0;0;552;28;Centro Local;46
CAPITOLIO;MG;202403;1000;8693;4;34;3;1;1;552;71;Centro Local;46
CAPUTIRA;MG;202401;1000;9318;2;21;2;0;0;717;31;Centro Local;10
CAPUTIRA;MG;202402;1000;9318;2;46;1;1;0;717;46;Centro Local;10
CAPUTIRA;MG;202403;1000;9318;4;16;2;1;1;717;67;Centro Local;10
CARAI;MG;202401;1000;23872;2;31;2;0;0;753;44;Centro Local;12
CARAI;MG;202402;1000;23872;3;34;3;0;0;753;165;Centro Local;12
CARAI;MG;202403;1000;23872;3;24;1;2;0;753;16;Centro Local;12
CARANDAI;MG;202401;1000;25831;4;82;3;0;1;1375;18;Centro Local;49
CARANDAI;MG;202402;1000;25831;6;26;3;3;1;1375;208;Centro Local;49
CARANDAI;MG;202403;1000;25831;6;106;5;0;2;1375;343;Centro Local;49
CARANGOLA;MG;202401;1000;33022;11;130;6;0;1;1164;215;Centro de Zona;78
CARANGOLA;MG;202402;1000;33022;16;267;10;3;2;1164;15;Centro de Zona;78
CARANGOLA;MG;202403;1000;33022;20;387;14;3;3;1164;214;Centro de Zona;78
CARATINGA;MG;202401;1000;93124;24;448;17;3;4;4725;524;Centro Sub-Regional;212
CARATINGA;MG;202402;1000;93124;33;518;24;6;5;4725;693;Centro Sub-Regional;212
CARATINGA;MG;202403;1000;93124;39;544;25;9;7;4725;796;Centro Sub-Regional;212
CARBONITA;MG;202401;1000;9423;1;0;0;1;0;329;0;Centro Local;15
CARBONITA;MG;202402;1000;9423;1;17;1;0;1;329;29;Centro Local;15
CARBONITA;MG;202403;1000;9423;1;28;1;0;0;329;38;Centro Local;15
CARLOS CHAGAS;MG;202401;1000;18516;1;54;1;0;0;871;141;Centro Local;27
CARLOS CHAGAS;MG;202402;1000;18516;1;15;1;0;0;871;169;Centro Local;27
CARLOS CHAGAS;MG;202403;1000;18516;1;0;0;1;0;871;0;Centro Local;27
CARMESIA;MG;202401;1000;2660;1;0;0;0;0;149;0;Centro Local;2
CARMESIA;MG;202402;1000;2660;1;0;0;0;0;149;0;Centro Local;2
CARMESIA;MG;202403;1000;2660;1;4;1;0;1;149;1;Centro Local;2
CARMO DA CACHOEIRA;MG;202401;1000;12193;3;82;2;0;0;1106;91;Centro Local;19
CARMO DA CACHOEIRA;MG;202402;1000;12193;4;56;1;1;0;1106;182;Centro Local;19
CARMO DA CACHOEIRA;MG;202403;1000;12193;5;115;5;0;3;1106;187;Centro Local;19
CARMO DA MATA;MG;202403;1000;11546;1;0;0;0;0;1071;0;Centro Local;20
CARMO DE MINAS;MG;202401;1000;15031;1;40;1;0;1;694;113;Centro Local;30
CARMO DE MINAS;MG;202402;1000;15031;2;0;0;1;0;694;0;Centro Local;30
CARMO DE MINAS;MG;202403;1000;15031;2;13;1;0;1;694;184;Centro Local;30
CARMO DO CAJURU;MG;202401;1000;22900;4;52;3;0;1;522;20;Centro Local;49
CARMO DO CAJURU;MG;202402;1000;22900;6;143;5;1;1;522;62;Centro Local;49
CARMO DO CAJURU;MG;202403;1000;22900;15;305;13;0;0;522;32;Centro Local;49
CARMO DO PARANAIBA;MG;202401;1000;30339;5;55;4;0;0;1204;49;Centro Local;48
CARMO DO PARANAIBA;MG;202402;1000;30339;7;94;3;3;1;1204;4;Centro Local;48
CARMO DO PARANAIBA;MG;202403;1000;30339;9;91;8;0;3;1204;33;Centro Local;48
CARMO DO RIO CLARO;MG;202401;1000;21310;5;77;4;1;1;389;25;Centro Local;52
CARMO DO RIO CLARO;MG;202402;1000;21310;6;122;5;0;0;389;24;Centro Local;52
CARMO DO RIO CLARO;MG;202403;1000;21310;6;103;4;1;0;389;17;Centro Local;52
CARMOPOLIS DE MINAS;MG;202401;1000;19756;5;109;5;0;0;529;79;Centro Local;52
CARMOPOLIS DE MINAS;MG;202402;1000;19756;7;145;6;1;0;529;41;Centro Local;52
CARMOPOLIS DE MINAS;MG;202403;1000;19756;13;197;9;2;1;529;5;Centro Local;52
CARNEIRINHO;MG;202401;2000;10103;3;0;0;1;0;191;0;Centro Local;16
CARNEIRINHO;MG;202402;2000;10103;3;73;2;0;2;191;23;Centro Local;16
CARNEIRINHO;MG;202403;2000;10103;3;13;2;1;1;191;35;Centro Local;16
CARRANCAS;MG;202401;2000;4052;3;46;1;1;0;71;2;Centro Local;22
CARRANCAS;MG;202402;2000;4052;3;37;2;1;2;71;3;Centro Local;22
CARRANCAS;MG;202403;2000;4052;3;99;3;0;1;71;12;Centro Local;22
CARVALHOPOLIS;MG;202401;1000;3614;1;50;1;0;1;88;13;Centro Local;6
CARVALHOPOLIS;MG;202402;1000;3614;1;27;1;0;0;88;17;Centro Local;6
CARVALHOPOLIS;MG;202403;1000;3614;1;0;0;1;0;88;0;Centro Local;6
CARVALHOS;MG;202401;1000;4445;1;0;0;0;0;19;0;Centro Local;7
CARVALHOS;MG;202402;1000;4445;1;0;0;0;0;19;0;Centro Local;7
CARVALHOS;MG;202403;1000;4445;1;0;0;0;0;19;0;Centro Local;7
CASCALHO RICO;MG;202401;1000;3108;1;36;1;0;1;214;52;Centro Local;0
CASCALHO RICO;MG;202402;1000;3108;1;54;1;0;0;214;30;Centro Local;0
CASCALHO RICO;MG;202403;1000;3108;1;14;1;0;0;214;13;Centro Local;0
CASSIA;MG;202401;1000;17741;2;19;2;0;0;1449;345;Centro Local;44
CASSIA;MG;202402;1000;17741;4;11;2;0;0;1449;305;Centro Local;44
CASSIA;MG;202403;1000;17741;6;111;5;0;2;1449;367;Centro Local;44
CATAGUASES;MG;202401;1000;75942;11;161;7;0;1;915;267;Centro Sub-Regional;146
CATAGUASES;MG;202402;1000;75942;17;332;13;0;1;915;236;Centro Sub-Regional;146
CATAGUASES;MG;202403;1000;75942;27;252;14;7;3;915;243;Centro Sub-Regional;146
CATAS ALTAS DA NORUEGA;MG;202402;1000;3665;1;0;0;0;0;152;0;Centro Local;4
CATAS ALTAS DA NORUEGA;MG;202403;1000;3665;1;0;0;0;0;152;0;Centro Local;4
CATUJI;MG;202401;1000;6206;1;25;1;0;0;12;0;Centro Local;5
CATUJI;MG;202402;1000;6206;3;18;1;1;0;12;1;Centro Local;5
CATUJI;MG;202403;1000;6206;3;0;0;1;0;12;0;Centro Local;5
CAXAMBU;MG;202401;1000;21566;3;76;2;0;0;665;2;Centro Sub-Regional;63
CAXAMBU;MG;202402;1000;21566;6;93;3;1;1;665;118;Centro Sub-Regional;63
CAXAMBU;MG;202403;1000;21566;8;83;4;1;0;665;131;Centro Sub-Regional;63
CENTRALINA;MG;202401;1000;10343;1;0;0;0;0;996;0;Centro Local;19
CENTRALINA;MG;202402;1000;10343;1;0;0;0;0;996;0;Centro Local;19
CENTRALINA;MG;202403;1000;10343;2;27;2;0;1;996;108;Centro Local;19
CHALE;MG;202401;1000;5695;1;22;1;0;0;429;47;Centro Local;4
CHALE;MG;202402;1000;5695;1;3;1;0;0;429;46;Centro Local;4
CHALE;MG;202403;1000;5695;3;60;3;0;0;429;41;Centro Local;4
CHAPADA GAUCHA;MG;202401;1000;14217;2;70;2;0;1;224;27;Centro Local;10
CHAPADA GAUCHA;MG;202402;1000;14217;4;55;2;1;0;224;15;Centro Local;10
CHAPADA GAUCHA;MG;202403;1000;14217;5;17;2;1;1;224;45;Centro Local;10
CLARAVAL;MG;202403;1000;4873;1;0;0;0;0;146;0;Capital Regional;3
CLAUDIO;MG;202401;1000;29093;6;46;4;0;2;511;139;Centro Local;49
CLAUDIO;MG;202402;1000;29093;11;100;6;1;2;511;108;Centro Local;49
CLAUDIO;MG;202403;1000;29093;12;232;8;2;3;511;84;Centro Local;49
COIMBRA;MG;202401;1000;7631;4;82;3;0;0;551;143;Centro Local;13
COIMBRA;MG;202402;1000;7631;5;128;3;1;1;551;49;Centro Local;13
COIMBRA;MG;202403;1000;7631;5;114;4;0;1;551;127;Centro Local;13
COLUNA;MG;202401;1000;8810;1;0;0;1;0;658;0;Centro de Zona;10
COLUNA;MG;202402;1000;8810;2;0;0;0;0;658;0;Centro de Zona;10
COLUNA;MG;202403;1000;8810;3;29;2;0;1;658;158;Centro de Zona;10
COMENDADOR GOMES;MG;202401;2000;3128;1;25;1;0;1;109;15;Centro Local;8
COMENDADOR GOMES;MG;202402;2000;3128;1;0;0;1;0;109;0;Centro Local;8
COMENDADOR GOMES;MG;202403;2000;3128;1;10;1;0;1;109;28;Centro Local;8
COMERCINHO;MG;202402;1000;6624;2;10;1;0;0;148;7;Centro Local;3
COMERCINHO;MG;202403;1000;6624;2;0;0;1;0;148;0;Centro Local;3
CONCEICAO DA APARECIDA;MG;202401;1000;10351;1;10;1;0;0;559;138;Centro Local;19
CONCEICAO DA APARECIDA;MG;202402;1000;10351;4;61;3;1;0;559;70;Centro Local;19
CONCEICAO DA APARECIDA;MG;202403;1000;10351;4;26;2;2;1;559;153;Centro Local;19
CONCEICAO DAS ALAGOAS;MG;202401;2000;28782;4;134;4;0;1;1960;219;Centro Local;41
CONCEICAO DAS ALAGOAS;MG;202402;2000;28782;6;74;3;1;0;1960;73;Centro Local;41
CONCEICAO DAS ALAGOAS;MG;202403;2000;28782;7;28;2;2;0;1960;165;Centro Local;41
CONCEICAO DO MATO DENTRO;MG;202401;1000;17438;5;41;4;0;0;699;164;Centro Local;51
CONCEICAO DO MATO DENTRO;MG;202402;1000;17438;7;120;5;2;1;699;198;Centro Local;51
CONCEICAO DO MATO DENTRO;MG;202403;1000;17438;7;150;6;1;2;699;149;Centro Local;51
CONCEICAO DO RIO VERDE;MG;202401;1000;13729;2;8;1;0;0;382;39;Centro Local;38
CONCEICAO DO RIO VERDE;MG;202402;1000;13729;2;8;1;1;1;382;29;Centro Local;38
CONCEICAO DO RIO VERDE;MG;202403;1000;13729;3;55;3;0;1;382;62;Centro Local;38
CONEGO MARINHO;MG;202401;1000;7730;1;58;1;0;0;376;69;Centro Local;0
CONEGO MARINHO;MG;202402;1000;7730;1;6;1;0;0;376;44;Centro Local;0
CONEGO MARINHO;MG;202403;1000;7730;1;0;0;1;0;376;0;Centro Local;0
CONFINS;MG;202401;3000;6867;2;0;0;0;0;443;0;Metrópole;43
CONFINS;MG;202402;3000;6867;2;22;2;0;2;443;6;Metrópole;43
CONFINS;MG;202403;3000;6867;5;36;3;0;0;443;47;Metrópole;43
CONGONHAL;MG;202401;1000;12209;1;22;1;0;0;144;22;Centro Local;26
CONGONHAL;MG;202402;1000;12209;2;10;1;1;0;144;40;Centro Local;26
CONGONHAL;MG;202403;1000;12209;3;8;1;1;1;144;41;Centro Local;26
CONGONHAS;MG;202401;3000;55836;8;57;2;3;0;468;67;Centro Sub-Regional;112
CONGONHAS;MG;202402;3000;55836;11;158;8;0;4;468;1;Centro Sub-Regional;112
CONGONHAS;MG;202403;3000;55836;18;127;8;5;1;468;61;Centro Sub-Regional;112
CONQUISTA;MG;202401;3000;6997;2;16;1;0;0;401;81;Centro Local;15
CONQUISTA;MG;202402;3000;6997;2;44;1;0;0;401;29;Centro Local;15
CONQUISTA;MG;202403;3000;6997;4;114;3;0;0;401;79;Centro Local;15
CONSELHEIRO LAFAIETE;MG;202401;1000;130584;20;327;15;3;5;3487;914;Centro Sub-Regional;316
CONSELHEIRO LAFAIETE;MG;202402;1000;130584;31;604;20;9;5;3487;311;Centro Sub-Regional;316
CONSELHEIRO LAFAIETE;MG;202403;1000;130584;41;572;27;5;9;3487;774;Centro Sub-Regional;316
CONSELHEIRO PENA;MG;202401;1000;22975;2;0;0;1;0;1460;0;Centro Local;47
CONSELHEIRO PENA;MG;202402;1000;22975;4;64;3;0;2;1460;286;Centro Local;47
CONSELHEIRO PENA;MG;202403;1000;22975;6;80;5;0;0;1460;69;Centro Local;47
CONTAGEM;MG;202401;2000;673849;173;2117;107;23;13;22905;2286;Metrópole;1727
CONTAGEM;MG;202402;2000;673849;262;3564;156;48;46;22905;513;Metrópole;1727
CONTAGEM;MG;202403;2000;673849;342;4885;232;54;75;22905;5646;Metrópole;1727
CORACAO DE JESUS;MG;202401;1000;26620;2;36;2;0;0;32;0;Centro Local;14
CORACAO DE JESUS;MG;202402;1000;26620;3;47;2;1;0;32;7;Centro Local;14
CORACAO DE JESUS;MG;202403;1000;26620;4;60;2;2;1;32;1;Centro Local;14
CORDISBURGO;MG;202401;1000;8903;2;48;2;0;0;227;49;Centro Local;18
CORDISBURGO;MG;202402;1000;8903;3;13;2;1;0;227;43;Centro Local;18
CORDISBURGO;MG;202403;1000;8903;4;78;2;1;0;227;10;Centro Local;18
CORDISLANDIA;MG;202401;1000;3546;1;32;1;0;0;142;13;Centro Local;8
CORDISLANDIA;MG;202402;1000;3546;1;0;0;1;0;142;0;Centro Local;8
CORDISLANDIA;MG;202403;1000;3546;1;29;1;0;1;142;15;Centro Local;8
CORINTO;MG;202401;1000;23607;6;49;3;1;1;386;109;Centro de Zona;45
CORINTO;MG;202402;1000;23607;10;237;9;0;2;386;113;Centro de Zona;45
CORINTO;MG;202403;1000;23607;13;191;8;4;1;386;28;Centro de Zona;45
COROACI;MG;202401;1000;9897;5;55;2;1;0;348;14;Centro Local;18
COROACI;MG;202402;1000;9897;5;122;3;1;2;348;96;Centro Local;18
COROACI;MG;202403;1000;9897;5;75;3;1;1;348;86;Centro Local;18
COROMANDEL;MG;202401;2000;27958;5;81;4;1;0;627;100;Centro Local;46
COROMANDEL;MG;202402;2000;27958;8;131;5;0;1;627;103;Centro Local;46
COROMANDEL;MG;202403;2000;27958;10;101;5;1;0;627;71;Centro Local;46
CORONEL FABRICIANO;MG;202401;1000;110709;18;189;13;0;3;7143;2107;Capital Regional;233
CORONEL FABRICIANO;MG;202402;1000;110709;29;384;13;5;1;7143;1128;Capital Regional;233
CORONEL FABRICIANO;MG;202403;1000;110709;42;577;26;4;11;7143;480;Capital Regional;233
CORONEL MURTA;MG;202401;1000;9209;3;10;1;1;0;434;66;Centro Local;12
CORONEL MURTA;MG;202402;1000;9209;3;74;2;0;1;434;17;Centro Local;12
CORONEL MURTA;MG;202403;1000;9209;3;34;1;1;0;434;91;Centro Local;12
CORONEL XAVIER CHAVES;MG;202402;1000;3448;1;30;1;0;0;110;15;Centro Sub-Regional;12
CORONEL XAVIER CHAVES;MG;202403;1000;3448;1;21;1;0;0;110;4;Centro Sub-Regional;12
CORREGO DO BOM JESUS;MG;202401;1000;3685;2;69;2;0;1;54;2;Centro de Zona;12
CORREGO DO BOM JESUS;MG;202402;1000;3685;2;62;2;0;0;54;6;Centro de Zona;12
CORREGO DO BOM JESUS;MG;202403;1000;3685;2;0;0;2;0;54;0;Centro de Zona;12
CORREGO FUNDO;MG;202402;2000;6425;1;19;1;0;0;574;101;Centro Local;26
CORREGO FUNDO;MG;202403;2000;6425;2;45;2;0;0;574;102;Centro Local;26
CORREGO NOVO;MG;202401;1000;2688;2;36;2;0;0;153;1;Centro Local;6
CORREGO NOVO;MG;202402;1000;2688;2;27;2;0;0;153;6;Centro Local;6
CORREGO NOVO;MG;202403;1000;2688;2;5;1;1;0;153;17;Centro Local;6
CRISOLITA;MG;202401;1000;6814;1;0;0;0;0;607;0;Centro Local;3
CRISOLITA;MG;202402;1000;6814;1;0;0;0;0;607;0;Centro Local;3
CRISOLITA;MG;202403;1000;6814;1;2;1;0;1;607;178;Centro Local;3
CRISTAIS;MG;202401;1000;13060;3;0;0;1;0;304;0;Centro Local;13
CRISTAIS;MG;202402;1000;13060;3;24;2;0;2;304;77;Centro Local;13
CRISTAIS;MG;202403;1000;13060;3;2;1;2;1;304;21;Centro Local;13
CRISTIANO OTONI;MG;202403;1000;5161;1;0;0;0;0;338;0;Centro Local;13
CRISTINA;MG;202401;1000;10211;1;4;1;0;0;960;175;Centro Local;22
CRISTINA;MG;202402;1000;10211;1;15;1;0;0;960;257;Centro Local;22
CRISTINA;MG;202403;1000;10211;4;17;1;0;0;960;184;Centro Local;22
CRUCILANDIA;MG;202402;1000;5072;1;17;1;0;0;162;26;Centro Local;13
CRUCILANDIA;MG;202403;1000;5072;2;63;2;0;0;162;34;Centro Local;13
CRUZEIRO DA FORTALEZA;MG;202401;2000;3651;1;36;1;0;0;211;48;Centro Local;7
CRUZEIRO DA FORTALEZA;MG;202402;2000;3651;1;2;1;0;0;211;36;Centro Local;7
CRUZEIRO DA FORTALEZA;MG;202403;2000;3651;1;18;1;0;0;211;41;Centro Local;7
CRUZILIA;MG;202401;1000;15529;2;74;2;0;0;102;3;Centro de Zona;43
CRUZILIA;MG;202402;1000;15529;5;97;3;0;0;102;24;Centro de Zona;43
CRUZILIA;MG;202403;1000;15529;7;106;5;0;1;102;20;Centro de Zona;43
CUPARAQUE;MG;202401;1000;5026;1;29;1;0;0;338;17;Centro Local;4
CUPARAQUE;MG;202402;1000;5026;2;54;1;1;0;338;56;Centro Local;4
CUPARAQUE;MG;202403;1000;5026;2;17;1;0;0;338;81;Centro Local;4
CURRAL DE DENTRO;MG;202401;1000;7867;1;20;1;0;1;465;63;Centro Local;14
CURRAL DE DENTRO;MG;202402;1000;7867;1;0;0;1;0;465;0;Centro Local;14
CURRAL DE DENTRO;MG;202403;1000;7867;2;46;1;0;1;465;7;Centro Local;14
CURVELO;MG;202401;1000;81085;13;52;4;4;0;1733;494;Centro Sub-Regional;163
CURVELO;MG;202402;1000;81085;21;399;19;0;7;1733;164;Centro Sub-Regional;163
CURVELO;MG;202403;1000;81085;29;418;16;6;1;1733;131;Centro Sub-Regional;163
DATAS;MG;202402;1000;5431;2;20;1;0;0;498;103;Centro Local;4
DATAS;MG;202403;1000;5431;2;38;2;0;1;498;101;Centro Local;4
DELFIM MOREIRA;MG;202401;1000;8007;1;0;0;1;0;702;0;Centro Local;19
DELFIM MOREIRA;MG;202402;1000;8007;1;0;0;0;0;702;0;Centro Local;19
DELFIM MOREIRA;MG;202403;1000;8007;3;58;1;0;1;702;188;Centro Local;19
DELFINOPOLIS;MG;202401;1000;7146;1;4;1;0;0;178;1;Centro Local;29
DELFINOPOLIS;MG;202402;1000;7146;3;21;1;1;0;178;29;Centro Local;29
DELFINOPOLIS;MG;202403;1000;7146;3;41;2;0;1;178;16;Centro Local;29
DESCOBERTO;MG;202401;1000;5044;1;6;1;0;0;455;31;Centro Local;8
DESCOBERTO;MG;202402;1000;5044;3;46;2;0;0;455;55;Centro Local;8
DESCOBERTO;MG;202403;1000;5044;3;40;2;1;1;455;71;Centro Local;8
DESTERRO DE ENTRE RIOS;MG;202401;1000;7266;2;0;0;0;0;230;0;Centro Local;10
DESTERRO DE ENTRE RIOS;MG;202402;1000;7266;2;28;2;0;2;230;55;Centro Local;10
DESTERRO DE ENTRE RIOS;MG;202403;1000;7266;2;0;0;2;0;230;0;Centro Local;10
DESTERRO DO MELO;MG;202401;1000;2867;2;96;2;0;0;9;2;Centro Local;6
DESTERRO DO MELO;MG;202402;1000;2867;3;96;3;0;0;9;2;Centro Local;6
DESTERRO DO MELO;MG;202403;1000;2867;3;0;0;3;0;9;0;Centro Local;6
DIAMANTINA;MG;202401;1000;47924;9;145;6;1;1;20;3;Centro Sub-Regional;171
DIAMANTINA;MG;202402;1000;47924;12;168;9;1;1;20;3;Centro Sub-Regional;171
DIAMANTINA;MG;202403;1000;47924;19;166;10;4;1;20;4;Centro Sub-Regional;171
DIOGO DE VASCONCELOS;MG;202401;1000;3779;1;0;0;1;0;155;0;Centro Local;4
DIOGO DE VASCONCELOS;MG;202402;1000;3779;1;36;1;0;1;155;45;Centro Local;4
DIOGO DE VASCONCELOS;MG;202403;1000;3779;2;15;2;0;0;155;28;Centro Local;4
DIONISIO;MG;202402;1000;7493;2;0;0;0;0;387;0;Centro Local;13
DIONISIO;MG;202403;1000;7493;2;38;2;0;2;387;110;Centro Local;13
DIVINESIA;MG;202401;1000;3430;3;42;2;1;0;245;65;Centro Local;6
DIVINESIA;MG;202402;1000;3430;3;22;2;0;0;245;71;Centro Local;6
DIVINESIA;MG;202403;1000;3430;4;90;3;0;1;245;59;Centro Local;6
DIVINO;MG;202401;1000;20020;1;20;1;0;0;1904;235;Centro de Zona;28
DIVINO;MG;202402;1000;20020;1;15;1;0;0;1904;437;Centro de Zona;28
DIVINO;MG;202403;1000;20020;1;0;0;1;0;1904;0;Centro de Zona;28
DIVINO DAS LARANJEIRAS;MG;202401;1000;4969;1;10;1;0;0;318;24;Centro Local;8
DIVINO DAS LARANJEIRAS;MG;202402;1000;4969;1;0;0;1;0;318;0;Centro Local;8
DIVINO DAS LARANJEIRAS;MG;202403;1000;4969;1;9;1;0;1;318;80;Centro Local;8
DIVINOLANDIA DE MINAS;MG;202401;1000;7655;1;18;1;0;0;657;135;Centro Local;19
DIVINOLANDIA DE MINAS;MG;202402;1000;7655;2;31;2;0;0;657;31;Centro Local;19
DIVINOLANDIA DE MINAS;MG;202403;1000;7655;2;11;1;1;0;657;52;Centro Local;19
DIVINOPOLIS;MG;202401;1000;242505;80;1301;51;11;11;23352;1052;Capital Regional;582
DIVINOPOLIS;MG;202402;1000;242505;114;1790;73;18;15;23352;4916;Capital Regional;582
DIVINOPOLIS;MG;202403;1000;242505;140;2225;87;26;23;23352;1295;Capital Regional;582
DIVISA ALEGRE;MG;202401;1000;6946;1;32;1;0;0;431;116;Centro Local;12
DIVISA ALEGRE;MG;202402;1000;6946;1;0;0;1;0;431;0;Centro Local;12
DIVISA ALEGRE;MG;202403;1000;6946;1;0;0;0;0;431;0;Centro Local;12
DIVISA NOVA;MG;202401;1000;6039;1;16;1;0;0;47;5;Centro Local;5
DIVISA NOVA;MG;202402;1000;6039;1;44;1;0;0;47;14;Centro Local;5
DIVISA NOVA;MG;202403;1000;6039;1;2;1;0;0;47;11;Centro Local;5
DIVISOPOLIS;MG;202401;1000;11396;1;0;0;0;0;586;0;Centro Local;9
DIVISOPOLIS;MG;202402;1000;11396;1;0;0;0;0;586;0;Centro Local;9
DIVISOPOLIS;MG;202403;1000;11396;2;26;1;0;0;586;172;Centro Local;9
DOM BOSCO;MG;202401;1000;3635;1;2;1;0;0;293;41;Centro Local;7
DOM BOSCO;MG;202402;1000;3635;1;36;1;0;0;293;78;Centro Local;7
DOM BOSCO;MG;202403;1000;3635;2;24;1;1;0;293;7;Centro Local;7
DOM CAVATI;MG;202401;1000;5025;2;22;1;0;0;39;3;Centro Local;18
DOM CAVATI;MG;202402;1000;5025;2;0;0;1;0;39;0;Centro Local;18
DOM CAVATI;MG;202403;1000;5025;2;0;0;0;0;39;0;Centro Local;18
DOM JOAQUIM;MG;202401;1000;4436;1;12;1;0;0;274;0;Centro Local;6
DOM JOAQUIM;MG;202402;1000;4436;3;27;2;0;0;274;38;Centro Local;6
DOM JOAQUIM;MG;202403;1000;4436;4;18;3;0;0;274;33;Centro Local;6
DOM SILVERIO;MG;202401;1000;5227;2;41;2;0;0;2;0;Centro de Zona;11
DOM SILVERIO;MG;202402;1000;5227;2;18;1;1;0;2;0;Centro de Zona;11
DOM SILVERIO;MG;202403;1000;5227;3;42;2;1;1;2;0;Centro de Zona;11
DOM VICOSO;MG;202401;1000;2992;1;22;1;0;1;94;4;Centro Local;10
DOM VICOSO;MG;202402;1000;2992;1;8;1;0;0;94;14;Centro Local;10
DOM VICOSO;MG;202403;1000;2992;1;0;0;1;0;94;0;Centro Local;10
DORES DE CAMPOS;MG;202402;1000;10291;1;50;1;0;0;857;193;Centro Local;24
DORES DE CAMPOS;MG;202403;1000;10291;1;0;0;1;0;857;0;Centro Local;24
DORES DO INDAIA;MG;202401;1000;13373;4;61;3;0;0;1316;184;Centro de Zona;49
DORES DO INDAIA;MG;202402;1000;13373;6;197;6;0;1;1316;83;Centro de Zona;49
DORES DO INDAIA;MG;202403;1000;13373;10;170;6;2;0;1316;60;Centro de Zona;49
DORES DO TURVO;MG;202401;1000;4202;1;0;0;0;0;173;0;Centro Local;4
DORES DO TURVO;MG;202402;1000;4202;1;2;1;0;1;173;34;Centro Local;4
DORES DO TURVO;MG;202403;1000;4202;1;20;1;0;0;173;49;Centro Local;4
DORESOPOLIS;MG;202401;2000;1539;1;42;1;0;0;37;2;Centro Local;6
DORESOPOLIS;MG;202402;2000;1539;1;5;1;0;0;37;9;Centro Local;6
DORESOPOLIS;MG;202403;2000;1539;1;0;0;1;0;37;0;Centro Local;6
DURANDE;MG;202402;1000;7898;1;24;1;0;0;49;4;Centro Local;6
DURANDE;MG;202403;1000;7898;2;0;0;1;0;49;0;Centro Local;6
ELOI MENDES;MG;202401;1000;28556;6;90;4;0;2;1071;147;Centro Local;66
ELOI MENDES;MG;202402;1000;28556;7;184;5;1;2;1071;140;Centro Local;66
ELOI MENDES;MG;202403;1000;28556;8;70;4;1;0;1071;278;Centro Local;66
ENGENHEIRO CALDAS;MG;202401;1000;11268;2;77;2;0;0;638;168;Centro Local;26
ENGENHEIRO CALDAS;MG;202402;1000;11268;3;54;3;0;0;638;21;Centro Local;26
ENGENHEIRO CALDAS;MG;202403;1000;11268;3;18;3;0;0;638;94;Centro Local;26
ENGENHEIRO NAVARRO;MG;202401;1000;7240;2;4;1;0;0;197;31;Centro Local;3
ENGENHEIRO NAVARRO;MG;202402;1000;7240;2;42;1;0;0;197;23;Centro Local;3
ENGENHEIRO NAVARRO;MG;202403;1000;7240;2;34;1;0;0;197;29;Centro Local;3
ENTRE FOLHAS;MG;202402;1000;5383;1;0;0;0;0;72;0;Centro Local;5
ENTRE FOLHAS;MG;202403;1000;5383;1;48;1;0;1;72;12;Centro Local;5
ENTRE RIOS DE MINAS;MG;202401;1000;15458;2;54;2;0;1;1211;223;Centro Local;31
ENTRE RIOS DE MINAS;MG;202402;1000;15458;4;58;3;0;0;1211;85;Centro Local;31
ENTRE RIOS DE MINAS;MG;202403;1000;15458;5;25;2;1;0;1211;199;Centro Local;31
ERVALIA;MG;202401;1000;19019;2;34;1;0;0;1712;130;Centro Local;33
ERVALIA;MG;202402;1000;19019;3;58;2;0;0;1712;399;Centro Local;33
ERVALIA;MG;202403;1000;19019;4;44;3;1;1;1712;285;Centro Local;33
ESMERALDAS;MG;202401;1000;72512;10;149;6;2;1;4239;551;Metrópole;115
ESMERALDAS;MG;202402;1000;72512;13;155;7;3;2;4239;276;Metrópole;115
ESMERALDAS;MG;202403;1000;72512;22;359;14;5;4;4239;216;Metrópole;115
ESPERA FELIZ;MG;202401;1000;25287;4;119;3;0;0;1987;146;Centro de Zona;55
ESPERA FELIZ;MG;202402;1000;25287;5;4;1;2;0;1987;556;Centro de Zona;55
ESPERA FELIZ;MG;202403;1000;25287;8;50;5;0;3;1987;470;Centro de Zona;55
ESPINOSA;MG;202401;1000;31603;5;151;4;0;0;119;1;Centro Local;30
ESPINOSA;MG;202402;1000;31603;8;115;7;1;1;119;34;Centro Local;30
ESPINOSA;MG;202403;1000;31603;10;201;8;1;0;119;8;Centro Local;30
ESTRELA DALVA;MG;202403;1000;2308;1;20;1;0;0;170;2;Centro Local;3
ESTRELA DO INDAIA;MG;202401;2000;3483;1;54;1;0;0;0;0;Centro Local;11
ESTRELA DO INDAIA;MG;202402;2000;3483;1;19;1;0;0;0;0;Centro Local;11
ESTRELA DO INDAIA;MG;202403;2000;3483;1;6;1;0;0;0;0;Centro Local;11
EUGENOPOLIS;MG;202401;1000;11383;2;14;1;0;0;86;23;Centro Local;22
EUGENOPOLIS;MG;202402;1000;11383;2;40;1;0;0;86;15;Centro Local;22
EUGENOPOLIS;MG;202403;1000;11383;4;81;3;1;1;86;3;Centro Local;22
